Rank,Name,SpecScore,rating,price,tag,sim,processor,storage,battery,display,camera,memoryExternal,version,fm,RAM_GB,Storage_GB,Battery_mAh,Screen_inches,FrontCamera_MP,BackCamera_MP,Processor_Speed_GHz,Processor_Name,Processor_Name_Cleaned,ProcessorScore,img,Closest_Launched,Launched_SpecScore,ScoreDifference
1,Ulefone Armor 34 Pro,88,4.4,34990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 7300, Octa Core, 2.5 GHz Processor","12 GB RAM, 512 GB inbuilt",25500 mAh Battery with 66W Fast Charging,"6.95 inches, 1080 x 2460 px, 144 Hz Display with Punch Hole",64 MP + 50 MP + 50 MP Triple Rear & 32 MP Front Camera,Memory Card Supported,Android v15,,12.0,512.0,25500.0,6.95,32.0,164.0,2.5,Dimensity 7300,Dimensity 7300,0.883,https://cdn1.smartprix.com/rx-ivnsE1Cre-w280-h280/ulefone-armor-34-pro.webp,Motorola Edge 60 Pro (16GB RAM + 512GB),88,0
2,Doogee V40 Pro,86,4.75,41990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 7300, Octa Core, 2.5 GHz Processor","16 GB RAM, 512 GB inbuilt",8680 mAh Battery with 33W Fast Charging,"6.78 inches, 1080 x 2460 px, 120 Hz Display with Punch Hole",200 MP Quad Rear & 32 MP Front Camera,Memory Card Supported,,,16.0,512.0,8680.0,6.78,32.0,200.0,2.5,Dimensity 7300,Dimensity 7300,0.883,https://cdn1.smartprix.com/rx-iBu7A32LJ-w280-h280/doogee-v40-pro.webp,Realme GT 7 Dream Edition,87,1
3,Motorola Edge 60 Ultra,81,4.15,69990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","12 GB RAM, 512 GB inbuilt",4600 mAh Battery with 150W Fast Charging,"6.82 inches, 1200 x 2780 px, 165 Hz Display with Punch Hole",200 MP + 50 MP + 50 MP Triple Rear & 60 MP Front Camera,,Android v15,No FM Radio,12.0,512.0,4600.0,6.82,60.0,300.0,4.32,Snapdragon 8 Elite,Snapdragon 8 Elite,0.266,https://cdn1.smartprix.com/rx-iChh8h2Bv-w280-h280/motorola-edge-60-ult.webp,Motorola Edge 60 Pro (12GB RAM + 256GB),81,0
4,Doogee S200 Plus,81,4.05,24990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 7300, Octa Core, 2.5 GHz Processor","12 GB RAM, 512 GB inbuilt",10100 mAh Battery with 33W Fast Charging,"6.72 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",100 MP + 20 MP + 2 MP Triple Rear & 32 MP Front Camera,Memory Card Supported,,,12.0,512.0,10100.0,6.72,32.0,122.0,2.5,Dimensity 7300,Dimensity 7300,0.883,https://cdn1.smartprix.com/rx-id7z2Wpuc-w280-h280/doogee-s200-plus.webp,Motorola Edge 60 Pro (12GB RAM + 256GB),81,0
5,OPPO Reno 14 Pro 5G (12GB RAM + 512GB),81,4.65,44990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 8450, Octa Core, 3.25 GHz Processor","12 GB RAM, 512 GB inbuilt",6200 mAh Battery with 80W Fast Charging,"6.83 inches, 1272 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,,Android v15,No FM Radio,12.0,512.0,6200.0,6.83,50.0,150.0,3.25,Dimensity 8450,Dimensity 8450,0.7766,https://cdn1.smartprix.com/rx-is822PXo3-w280-h280/oppo-reno-14-pro-5g.webp,Motorola Edge 60 Pro (12GB RAM + 256GB),81,0
6,Xiaomi 16 Ultra,80,4.0,119990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Elite 2, Octa Core Processor","16 GB RAM, 512 GB inbuilt",6000 mAh Battery with 120W Fast Charging,"6.85 inches, 1440 x 3200 px, 120 Hz Display with Punch Hole",200 MP Quad Rear & 32 MP Front Camera,,Android v16,No FM Radio,16.0,512.0,6000.0,6.85,32.0,200.0,,Snapdragon 8 Elite 2,Snapdragon 8 Elite 2,0.2553,https://cdn1.smartprix.com/rx-isZjQFrWQ-w280-h280/xiaomi-16-ultra.webp,Realme GT 7T (12GB RAM + 256GB),80,0
7,Realme GT 8 Pro,79,4.35,59990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Elite 2, Octa Core Processor","12 GB RAM, 512 GB inbuilt",7500 mAh Battery with 320W Fast Charging,"6.82 inches, 1864 x 3820 px, 144 Hz Display with Punch Hole",200 MP Quad Rear & 50 MP Front Camera,Memory Card Not Supported,Android v15,,12.0,512.0,7500.0,6.82,50.0,200.0,,Snapdragon 8 Elite 2,Snapdragon 8 Elite 2,0.2553,https://cdn1.smartprix.com/rx-iDECjp7yU-w280-h280/realme-gt-8-pro.webp,Honor 200 (12GB RAM + 512GB),79,0
8,Huawei Pura 80 Ultra,79,4.3,118990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Kirin 9020, Octa Core Processor","16 GB RAM, 512 GB inbuilt",5700 mAh Battery with 100W Fast Charging,"6.8 inches, 1276 x 2848 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 40 MP Triple Rear & 13 MP Front Camera,,HarmonyOS v5.1,No FM Radio,16.0,512.0,5700.0,6.8,13.0,140.0,,Kirin 9020,Kirin 9020,0.5213,https://cdn1.smartprix.com/rx-iBQfrBtjC-w280-h280/huawei-pura-80-ultra.webp,Honor 200 (12GB RAM + 512GB),79,0
9,Tecno Camon 40 Premier,78,4.65,39990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 8350, Octa Core, 3.35 GHz Processor","12 GB RAM, 256 GB inbuilt",5100 mAh Battery with 70W Fast Charging,"6.67 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,Memory Card Not Supported,Android v15,,12.0,256.0,5100.0,6.67,50.0,150.0,3.35,Dimensity 8350,Dimensity 8350,0.8191,https://cdn1.smartprix.com/rx-i3pkLXgL7-w280-h280/tecno-camon-40-premi.webp,Tecno Pova 6 Pro,78,0
10,Samsung W25,78,4.7,199990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Snapdragon 8 Gen3, Octa Core, 3.3 GHz Processor","16 GB RAM, 512 GB inbuilt",4400 mAh Battery with 25W Fast Charging,"8 inches, 1968 x 2184 px, 120 Hz Display with Punch Hole",200 MP + 12 MP + 10 MP Triple Rear & 10 MP + 4 MP Dual Front Camera,Memory Card Not Supported,,,16.0,512.0,4400.0,8.0,10.0,222.0,3.3,Snapdragon 8 Gen3,Snapdragon 8 Gen3,0.2234,https://cdn1.smartprix.com/rx-iItntdPNN-w280-h280/samsung-w25.webp,Tecno Pova 6 Pro,78,0
11,Vivo X200 Ultra,78,4.55,76990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","12 GB RAM, 256 GB inbuilt",6000 mAh Battery with 90W Fast Charging,"6.82 inches, 1440 x 3168 px, 120 Hz Display with Punch Hole",200 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,,Android v15,No FM Radio,12.0,256.0,6000.0,6.82,50.0,300.0,4.32,Snapdragon 8 Elite,Snapdragon 8 Elite,0.266,https://cdn1.smartprix.com/rx-iWbhiyPHn-w280-h280/vivo-x200-ultra.webp,Tecno Pova 6 Pro,78,0
12,OPPO Reno 14 Pro 5G,78,4.65,41990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 8450, Octa Core, 3.25 GHz Processor","12 GB RAM, 256 GB inbuilt",6200 mAh Battery with 80W Fast Charging,"6.83 inches, 1272 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,,Android v15,No FM Radio,12.0,256.0,6200.0,6.83,50.0,150.0,3.25,Dimensity 8450,Dimensity 8450,0.7766,https://cdn1.smartprix.com/rx-is822PXo3-w280-h280/oppo-reno-14-pro-5g.webp,Tecno Pova 6 Pro,78,0
13,Vivo V31 Pro 5G,78,4.3,42990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 9300, Octa Core, 3.25 GHz Processor","12 GB RAM, 256 GB inbuilt",5000 mAh Battery with 100W Fast Charging,"6.8 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",64 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,Memory Card Not Supported,Android v14,,12.0,256.0,5000.0,6.8,50.0,164.0,3.25,Dimensity 9300,Dimensity 9300,0.7553,https://cdn1.smartprix.com/rx-iUsZfhSOR-w280-h280/vivo-v31-pro-5g.webp,Tecno Pova 6 Pro,78,0
14,Honor Magic 7 Pro,78,4.2,66990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","12 GB RAM, 256 GB inbuilt",5850 mAh Battery with 100W Fast Charging,"6.8 inches, 1280 x 2800 px, 120 Hz Display with Punch Hole",200 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,,Android v15,No FM Radio,12.0,256.0,5850.0,6.8,50.0,300.0,4.32,Snapdragon 8 Elite,Snapdragon 8 Elite,0.266,https://cdn1.smartprix.com/rx-ivHWAwtYe-w280-h280/honor-magic-7-pro.webp,Tecno Pova 6 Pro,78,0
15,Vivo S30 Pro,78,4.65,44990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 9400 Plus, Octa Core Processor","12 GB RAM, 256 GB inbuilt",6000 mAh Battery with 100W Fast Charging,"6.67 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,,Android v15,No FM Radio,12.0,256.0,6000.0,6.67,50.0,150.0,,Dimensity 9400 Plus,Dimensity 9400 Plus,0.7234,https://cdn1.smartprix.com/rx-iL3KEZP0m-w280-h280/vivo-s30-pro.webp,Tecno Pova 6 Pro,78,0
16,Xiaomi Redmi Note 15 Pro Plus,78,4.65,35990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 8020, Octa Core Processor","8 GB RAM, 256 GB inbuilt",5000 mAh Battery with 240W Fast Charging,"6.78 inches, 1080 x 2400 px, 165 Hz Display with Punch Hole",200 MP + 13 MP + 2 MP Triple Rear & 60 MP Front Camera,Memory Card Not Supported,Android v15,,8.0,256.0,5000.0,6.78,60.0,215.0,,Dimensity 8020,Dimensity 8020,0.8511,https://cdn1.smartprix.com/rx-iX2vw0p84-w280-h280/xiaomi-redmi-note-15.webp,Tecno Pova 6 Pro,78,0
17,Vivo S20 Pro,78,4.3,40990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 9300 Plus, Octa Core, 3.25 GHz Processor","12 GB RAM, 256 GB inbuilt",5500 mAh Battery with 90W Fast Charging,"6.67 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,,Android v15,No FM Radio,12.0,256.0,5500.0,6.67,50.0,150.0,3.25,Dimensity 9300 Plus,Dimensity 9300 Plus,0.7447,https://cdn1.smartprix.com/rx-iL3KEZP0m-w280-h280/vivo-s20-pro.webp,Tecno Pova 6 Pro,78,0
18,Honor 400,77,4.65,47990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 7 Gen3, Octa Core, 2.63 GHz Processor","12 GB RAM, 256 GB inbuilt",6000 mAh Battery with 80W Fast Charging,"6.55 inches, 1264 x 2736 px, 120 Hz Display with Punch Hole",200 MP + 12 MP Dual Rear & 50 MP Front Camera,,Android v15,No FM Radio,12.0,256.0,6000.0,6.55,50.0,212.0,2.63,Snapdragon 7 Gen3,Snapdragon 7 Gen3,0.3511,https://cdn1.smartprix.com/rx-iBOodHyEi-w280-h280/honor-400.webp,Google Pixel 9 Pro,77,0
19,Asus ROG Phone 9 Pro,77,4.4,101990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","16 GB RAM, 512 GB inbuilt",5800 mAh Battery with 65W Fast Charging,"6.78 inches, 1080 x 2400 px, 185 Hz Display with Punch Hole",50 MP + 32 MP + 13 MP Triple Rear & 32 MP Front Camera,,Android v15,No FM Radio,16.0,512.0,5800.0,6.78,32.0,95.0,4.32,Snapdragon 8 Elite,Snapdragon 8 Elite,0.266,https://cdn1.smartprix.com/rx-ifM3triH1-w280-h280/asus-rog-phone-9-pro.webp,Google Pixel 9 Pro,77,0
20,Nubia Red Magic 10s Pro Plus 5G,77,4.35,70999,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","16 GB RAM, 512 GB inbuilt",7500 mAh Battery with 120W Fast Charging,"6.85 inches, 1216 x 2688 px, 144 Hz Display",50 MP + 50 MP + 2 MP Triple Rear & 16 MP Front Camera,,Android v15,No FM Radio,16.0,512.0,7500.0,6.85,16.0,102.0,4.32,Snapdragon 8 Elite,Snapdragon 8 Elite,0.266,https://cdn1.smartprix.com/rx-i2O1j3Tnh-w280-h280/nubia-red-magic-10s.webp,Google Pixel 9 Pro,77,0
21,Nubia Red Magic 10 Pro Plus 5G,77,4.0,69990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor","16 GB RAM, 512 GB inbuilt",7050 mAh Battery with 120W Fast Charging,"6.85 inches, 1216 x 2688 px, 144 Hz Display",50 MP + 50 MP + 2 MP Triple Rear & 16 MP Front Camera,,Android v15,No FM Radio,16.0,512.0,7050.0,6.85,16.0,102.0,4.32,Snapdragon 8 Elite,Snapdragon 8 Elite,0.266,https://cdn1.smartprix.com/rx-i6fPrwDXF-w280-h280/nubia-red-magic-10-p.webp,Google Pixel 9 Pro,77,0
22,Oscal Pilot 3,77,4.65,17990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 6300, Octa Core, 2.4 GHz Processor","12 GB RAM, 256 GB inbuilt",7500 mAh Battery with 33W Fast Charging,"6.78 inches, 1080 x 2460 px, 120 Hz Display with Punch Hole",50 MP + 20 MP + 2 MP Triple Rear & 32 MP Front Camera,Memory Card Supported,Android v15,,12.0,256.0,7500.0,6.78,32.0,72.0,2.4,Dimensity 6300,Dimensity 6300,0.9468,https://cdn1.smartprix.com/rx-iZR3XgSbc-w280-h280/oscal-pilot-3.webp,Google Pixel 9 Pro,77,0
23,OPPO Reno 14 5G (12GB RAM + 256GB),77,4.25,34999,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 8350, Octa Core, 3.35 GHz Processor","12 GB RAM, 256 GB inbuilt",6000 mAh Battery with 80W Fast Charging,"6.59 inches, 1256 x 2760 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 50 MP Front Camera,,Android v15,No FM Radio,12.0,256.0,6000.0,6.59,50.0,108.0,3.35,Dimensity 8350,Dimensity 8350,0.8191,https://cdn1.smartprix.com/rx-ifV8wGpja-w280-h280/oppo-reno-14-5g-12gb.webp,Google Pixel 9 Pro,77,0
24,Vivo S30 Pro Mini,77,4.65,40990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","Dimensity 9300 Plus, Octa Core, 3.4 GHz Processor","12 GB RAM, 256 GB inbuilt",6500 mAh Battery with 90W Fast Charging,"6.31 inches, 1216 x 2640 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 50 MP Front Camera,Memory Card Not Supported,Android v15,,12.0,256.0,6500.0,6.31,50.0,108.0,3.4,Dimensity 9300 Plus,Dimensity 9300 Plus,0.7447,https://cdn1.smartprix.com/rx-ihxl2mWnr-w280-h280/vivo-s30-pro-mini.webp,Google Pixel 9 Pro,77,0
25,Vivo X200 FE,77,4.65,49990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 9300 Plus, Octa Core, 3.25 GHz Processor","12 GB RAM, 256 GB inbuilt",6500 mAh Battery with 90W Fast Charging,"6.31 inches, 1216 x 2640 px, 120 Hz Display with Punch Hole",50 MP + 50 MP + 8 MP Triple Rear & 50 MP Front Camera,Memory Card Not Supported,Android v15,,12.0,256.0,6500.0,6.31,50.0,108.0,3.25,Dimensity 9300 Plus,Dimensity 9300 Plus,0.7447,https://cdn1.smartprix.com/rx-iHI7IaQgQ-w280-h280/vivo-x200-fe.webp,Google Pixel 9 Pro,77,0
26,Honor 400 Pro,77,4.65,64990,UPCOMING,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Gen3, Octa Core, 3.3 GHz Processor","12 GB RAM, 256 GB inbuilt",6000 mAh Battery with 100W Fast Charging,"6.7 inches, 1280 x 2800 px, 120 Hz Display with Punch Hole",200 MP + 50 MP + 12 MP Triple Rear & 50 MP + 2 MP Dual Front Camera,,Android v15,No FM Radio,12.0,256.0,6000.0,6.7,50.0,262.0,3.3,Snapdragon 8 Gen3,Snapdragon 8 Gen3,0.2234,https://cdn1.smartprix.com/rx-ixMg6kAcQ-w280-h280/honor-400-pro.webp,Google Pixel 9 Pro,77,0
27,Energizer P28K,77,4.1,22990,UPCOMING,"Dual Sim, 3G, 4G, Wi-Fi, NFC","Helio G99, Octa Core, 2.2 GHz Processor","8 GB RAM, 256 GB inbuilt",28000 mAh Battery with 33W Fast Charging,"6.78 inches, 1080 x 2460 px Display with Punch Hole",60 MP + 20 MP + 2 MP Triple Rear & 16 MP Front Camera,Memory Card Supported,Android v14,,8.0,256.0,28000.0,6.78,16.0,82.0,2.2,Helio G99,Helio G99,0.5851,https://cdn1.smartprix.com/rx-iZm7agXam-w280-h280/energizer-p28k.webp,Google Pixel 9 Pro,77,0
